recommendation_id,workflow_run_id,request_id,recommendation_status,headline,detail,selected_suppliers,estimated_total_cost,generated_at
REC-0505-01,RUN-0505-01,REQ-0505,generated,"Allocate 90,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1189336.67,2026-03-28 10:53:00
REC-0506-01,RUN-0506-01,REQ-0506,generated,"Allocate 90,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1358311.28,2026-01-07 06:54:00
REC-0507-01,RUN-0507-01,REQ-0507,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1694458.77,2026-04-04 12:24:00
REC-0508-01,RUN-0508-01,REQ-0508,generated,"Allocate 170,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,2431839.97,2026-01-17 23:58:00
REC-0509-01,RUN-0509-01,REQ-0509,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-10 09:14:00
REC-0510-01,RUN-0510-01,REQ-0510,generated,"Allocate 70,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1081501.09,2026-03-18 17:03:00
REC-0511-01,RUN-0511-01,REQ-0511,generated,"Allocate 170,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1768134.86,2026-02-06 11:37:00
REC-0512-01,RUN-0512-01,REQ-0512,generated,"Allocate 55,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,532263.25,2026-03-12 05:03:00
REC-0513-01,RUN-0513-01,REQ-0513,generated,"Allocate 70,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,835101.09,2026-02-15 10:35:00
REC-0514-01,RUN-0514-01,REQ-0514,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,587805.83,2026-01-14 18:47:00
REC-0515-01,RUN-0515-01,REQ-0515,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-27 13:18:00
REC-0516-01,RUN-0516-01,REQ-0516,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-30 12:26:00
REC-0517-01,RUN-0517-01,REQ-0517,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-22 00:42:00
REC-0518-01,RUN-0518-01,REQ-0518,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-27 18:09:00
REC-0519-01,RUN-0519-01,REQ-0519,generated,"Allocate 40,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,566373.07,2026-02-04 23:26:00
REC-0520-01,RUN-0520-01,REQ-0520,generated,"Allocate 70,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,848938.87,2026-03-19 17:52:00
REC-0521-01,RUN-0521-01,REQ-0521,generated,"Allocate 110,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1231458.37,2026-02-12 15:44:00
REC-0522-01,RUN-0522-01,REQ-0522,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,841892.08,2026-03-07 14:55:00
REC-0523-01,RUN-0523-01,REQ-0523,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-04 10:40:00
REC-0524-01,RUN-0524-01,REQ-0524,generated,"Allocate 110,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1203630.26,2026-01-14 09:02:00
REC-0525-01,RUN-0525-01,REQ-0525,generated,"Allocate 110,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1146808.7,2026-03-01 01:43:00
REC-0526-01,RUN-0526-01,REQ-0526,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,799960.73,2026-02-09 20:47:00
REC-0527-01,RUN-0527-01,REQ-0527,generated,"Allocate 90,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,1216647.7,2026-01-19 15:36:00
REC-0528-01,RUN-0528-01,REQ-0528,generated,"Allocate 55,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,476554.39,2026-03-23 16:03:00
REC-0529-01,RUN-0529-01,REQ-0529,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-13 11:32:00
REC-0530-01,RUN-0530-01,REQ-0530,generated,"Allocate 70,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,811914.94,2026-02-03 06:17:00
REC-0531-01,RUN-0531-01,REQ-0531,generated,"Allocate 90,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1117269.66,2026-03-02 12:46:00
REC-0532-01,RUN-0532-01,REQ-0532,generated,"Allocate 170,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,1819636.48,2026-03-03 11:36:00
REC-0533-01,RUN-0533-01,REQ-0533,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-21 21:11:00
REC-0534-01,RUN-0534-01,REQ-0534,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-22 18:17:00
REC-0535-01,RUN-0535-01,REQ-0535,generated,"Allocate 110,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,1191229.94,2026-04-07 11:33:00
REC-0536-01,RUN-0536-01,REQ-0536,generated,"Allocate 40,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,463459.36,2026-01-14 11:02:00
REC-0537-01,RUN-0537-01,REQ-0537,generated,"Allocate 55,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,680776.77,2026-01-24 20:29:00
REC-0538-01,RUN-0538-01,REQ-0538,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-06 04:43:00
REC-0539-01,RUN-0539-01,REQ-0539,generated,"Allocate 135,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1643603.33,2026-01-28 18:00:00
REC-0540-01,RUN-0540-01,REQ-0540,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-04 00:52:00
REC-0541-01,RUN-0541-01,REQ-0541,generated,"Allocate 55,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,672356.86,2026-01-21 11:06:00
REC-0542-01,RUN-0542-01,REQ-0542,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-06 15:52:00
REC-0543-01,RUN-0543-01,REQ-0543,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-15 20:24:00
REC-0544-01,RUN-0544-01,REQ-0544,generated,"Allocate 55,000 units across 5 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,5.0,823591.45,2026-01-22 18:28:00
REC-0545-01,RUN-0545-01,REQ-0545,generated,"Allocate 150,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,1470856.17,2026-02-23 08:24:00
REC-0546-01,RUN-0546-01,REQ-0546,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-03 04:29:00
REC-0547-01,RUN-0547-01,REQ-0547,generated,"Allocate 70,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,716360.58,2026-01-11 16:42:00
REC-0548-01,RUN-0548-01,REQ-0548,generated,"Allocate 40,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,424824.28,2026-02-09 14:41:00
REC-0549-01,RUN-0549-01,REQ-0549,generated,"Allocate 110,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,1471403.13,2026-03-12 17:28:00
REC-0550-01,RUN-0550-01,REQ-0550,generated,"Allocate 55,000 units across 3 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,3.0,650266.65,2026-02-10 01:05:00
REC-0551-01,RUN-0551-01,REQ-0551,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-10 17:30:00
REC-0552-01,RUN-0552-01,REQ-0552,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-26 03:19:00
REC-0553-01,RUN-0553-01,REQ-0553,generated,"Allocate 90,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,799878.42,2026-02-16 16:33:00
REC-0554-01,RUN-0554-01,REQ-0554,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-16 07:17:00
REC-0555-01,RUN-0555-01,REQ-0555,generated,"Allocate 135,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1479902.0,2026-01-11 05:27:00
REC-0556-01,RUN-0556-01,REQ-0556,generated,"Allocate 110,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1103186.02,2026-03-26 22:27:00
REC-0557-01,RUN-0557-01,REQ-0557,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-15 19:52:00
REC-0558-01,RUN-0558-01,REQ-0558,generated,"Allocate 110,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1580591.89,2026-01-24 04:11:00
REC-0559-01,RUN-0559-01,REQ-0559,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-10 11:58:00
REC-0560-01,RUN-0560-01,REQ-0560,generated,"Allocate 90,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,793910.42,2026-01-28 08:55:00
REC-0561-01,RUN-0561-01,REQ-0561,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-03 06:11:00
REC-0562-01,RUN-0562-01,REQ-0562,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-07 06:48:00
REC-0563-01,RUN-0563-01,REQ-0563,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-12 07:56:00
REC-0564-01,RUN-0564-01,REQ-0564,generated,"Allocate 55,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,624430.35,2026-03-07 16:01:00
REC-0565-01,RUN-0565-01,REQ-0565,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-17 03:34:00
REC-0566-01,RUN-0566-01,REQ-0566,generated,"Allocate 70,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,1020981.16,2026-01-07 15:53:00
REC-0567-01,RUN-0567-01,REQ-0567,generated,"Allocate 55,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,546800.55,2026-01-11 16:11:00
REC-0568-01,RUN-0568-01,REQ-0568,generated,"Allocate 40,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,470838.15,2026-02-06 12:47:00
REC-0569-01,RUN-0569-01,REQ-0569,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-14 14:29:00
REC-0570-01,RUN-0570-01,REQ-0570,generated,"Allocate 150,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1554801.77,2026-02-09 12:03:00
REC-0571-01,RUN-0571-01,REQ-0571,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-20 17:24:00
REC-0572-01,RUN-0572-01,REQ-0572,generated,"Allocate 150,000 units across 6 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,6.0,2057845.34,2026-04-09 01:40:00
REC-0573-01,RUN-0573-01,REQ-0573,generated,"Allocate 110,000 units across 4 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,4.0,1590088.71,2026-02-23 18:52:00
REC-0574-01,RUN-0574-01,REQ-0574,generated,"Allocate 150,000 units across 6 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,6.0,1481394.31,2026-03-23 22:27:00
REC-0575-01,RUN-0575-01,REQ-0575,generated,"Allocate 150,000 units across 6 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,6.0,1552679.13,2026-01-13 10:15:00
REC-0576-01,RUN-0576-01,REQ-0576,generated,"Allocate 70,000 units across 4 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,4.0,978454.19,2026-01-10 18:29:00
REC-0577-01,RUN-0577-01,REQ-0577,generated,"Allocate 150,000 units across 5 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,5.0,2134069.85,2026-02-16 10:31:00
REC-0578-01,RUN-0578-01,REQ-0578,generated,"Allocate 40,000 units across 3 suppliers.",Cost remains the main driver with acceptable ESG and risk balance.,3.0,585595.22,2026-01-31 00:50:00
REC-0579-01,RUN-0579-01,REQ-0579,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-04-08 23:17:00
REC-0580-01,RUN-0580-01,REQ-0580,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-08 18:12:00
REC-0581-01,RUN-0581-01,REQ-0581,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-01-30 19:34:00
REC-0582-01,RUN-0582-01,REQ-0582,generated,"Allocate 55,000 units across 4 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,4.0,709389.85,2026-01-09 19:02:00
REC-0583-01,RUN-0583-01,REQ-0583,generated,"Allocate 90,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,1069251.4,2026-02-12 05:41:00
REC-0584-01,RUN-0584-01,REQ-0584,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-02-07 02:27:00
REC-0585-01,RUN-0585-01,REQ-0585,generated,"Allocate 70,000 units across 3 suppliers.",Recommended allocation prioritizes lower-risk supply while preserving coverage.,3.0,929210.17,2026-03-18 01:29:00
REC-0586-01,RUN-0586-01,REQ-0586,not_generated,Recommendation not produced.,Workflow stopped before execution due to approval or validation state.,,,2026-03-17 15:15:00
REC-0587-01,RUN-0587-01,REQ-0587,generated,"Allocate 110,000 units across 5 suppliers.",Portfolio is diversified but slightly more expensive due to tighter ESG requirements.,5.0,1023538.21,2026-03-26 12:48:00
